ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
6270,Sun May 18 14:01:26 PKT 2025,Sun May 18 14:01:27 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=any%3F%0D%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4%0D%0A&size=160,200,OK,533,207,283
6271,Sun May 18 14:01:26 PKT 2025,Sun May 18 14:01:27 PKT 2025,POST,http://testphp.vulnweb.com/AJAX/showxml.php,200,OK,541,221,233
6272,Sun May 18 14:01:27 PKT 2025,Sun May 18 14:01:27 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,573,222,6063
6273,Sun May 18 14:01:27 PKT 2025,Sun May 18 14:01:28 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=Set-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4,200,OK,797,209,19219
6274,Sun May 18 14:01:27 PKT 2025,Sun May 18 14:01:28 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,561,222,6060
6275,Sun May 18 14:01:28 PKT 2025,Sun May 18 14:01:28 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,561,222,6065
6276,Sun May 18 14:01:28 PKT 2025,Sun May 18 14:01:29 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%0D%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4,200,OK,860,209,19219
6277,Sun May 18 14:01:28 PKT 2025,Sun May 18 14:01:29 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,548,222,6066
6278,Sun May 18 14:01:29 PKT 2025,Sun May 18 14:01:29 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%3F%0D%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4,200,OK,834,209,19219
6279,Sun May 18 14:01:29 PKT 2025,Sun May 18 14:01:29 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,595,222,6064
6280,Sun May 18 14:01:29 PKT 2025,Sun May 18 14:01:30 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,580,222,6065
6281,Sun May 18 14:01:29 PKT 2025,Sun May 18 14:01:30 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4,200,OK,868,209,19219
6282,Sun May 18 14:01:30 PKT 2025,Sun May 18 14:01:31 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,572,222,6067
6283,Sun May 18 14:01:30 PKT 2025,Sun May 18 14:01:31 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%3F%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4,200,OK,884,209,19219
6284,Sun May 18 14:01:31 PKT 2025,Sun May 18 14:01:31 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,595,222,6068
6285,Sun May 18 14:01:31 PKT 2025,Sun May 18 14:01:32 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,573,222,6068
6286,Sun May 18 14:01:31 PKT 2025,Sun May 18 14:01:32 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%0D%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4%0D%0A,200,OK,824,209,19219
6287,Sun May 18 14:01:32 PKT 2025,Sun May 18 14:01:32 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,571,222,6068
6288,Sun May 18 14:01:32 PKT 2025,Sun May 18 14:01:33 PKT 2025,GET,http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F7.jpg&size=any%3F%0D%0ASet-cookie%3A+Tamper%3Dcc1d1126-321b-4eb8-85bc-b232773046e4%0D%0A,200,OK,810,209,19219
6289,Sun May 18 14:01:32 PKT 2025,Sun May 18 14:01:33 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,562,222,6068
6290,Sun May 18 14:01:33 PKT 2025,Sun May 18 14:01:34 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,570,222,6068
6291,Sun May 18 14:01:34 PKT 2025,Sun May 18 14:01:34 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,579,222,6068
6292,Sun May 18 14:01:34 PKT 2025,Sun May 18 14:01:35 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,574,222,6068
6293,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:35 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,566,222,6068
6294,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:36 PKT 2025,GET,http://testphp.vulnweb.com,200,OK,556,222,4958
6295,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:36 PKT 2025,POST,http://testphp.vulnweb.com/sendcommand.php,200,OK,558,221,543
6296,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:36 PKT 2025,POST,http://testphp.vulnweb.com/AJAX/showxml.php,200,OK,562,221,179
6297,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:36 PKT 2025,POST,http://testphp.vulnweb.com/AJAX/infotitle.php,200,OK,564,219,194
6298,Sun May 18 14:01:35 PKT 2025,Sun May 18 14:01:36 PKT 2025,POST,http://testphp.vulnweb.com/userinfo.php,200,OK,564,222,6007
